Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:59kRq8rb5uJCrSYYbGCk7o,"Só Você","Na Pressão","Rogerinho",2020-04-23,187141,0,false,312ctbywossydaez37pttmshkwk4,2024-03-07T14:27:57Z,"piseiro,arrocha,forró,pagode baiano,brazilian funk,brega funk,brega","Mídias Nordeste Digital",0.834,0.522,0,-4.433,1,0.0479,0.023,0,0.663,0.892,129.96,4
spotify:track:0Xmc8i1MocTXQXGCT0R0fB,"Sentimentos De Vaqueiro (Eu Acho Que Não)","Revigora","Raí Saia Rodada",2019-06-14,161211,41,false,312ctbywossydaez37pttmshkwk4,2024-03-07T14:31:36Z,"forró,piseiro,sertanejo,arrocha,brega,raï,seresta,sertanejo universitário","Som Livre",0.719,0.917,0,-2.008,1,0.0404,0.674,0,0.172,0.928,159.945,4
spotify:track:7AwVSKaQxpidrtYBerkHKk,"Pipoco","Pipoco","Ana Castela;Melody;Dj Chris No Beat",2022-06-01,194022,62,false,312ctbywossydaez37pttmshkwk4,2024-03-07T14:37:06Z,"sertanejo,agronejo,sertanejo universitário,piseiro,brazilian pop","Ana Castela",0.774,0.742,8,-4.178,1,0.0766,0.473,0.000472,0.342,0.736,134.991,4
spotify:track:7gOXbWBFv9uslWaZ0SQ6EM,"Batom De Ouro - Ao Vivo","Conquistas - EP 4 (Ao Vivo)","Os Barões Da Pisadinha",2020-09-18,150777,0,false,312ctbywossydaez37pttmshkwk4,2024-03-07T14:43:18Z,"piseiro,forró,sertanejo,arrocha,brega,agronejo,tecnobrega,sertanejo universitário","Sony Music Entertainment",0.577,0.926,6,-2.215,0,0.0734,0.528,0,0.976,0.709,171.958,4
spotify:track:6CYMyZFlIc2huSOAHbmxnm,"Meia Noite (Você tem meu Whatsapp)","Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",2020-12-01,237900,0,false,312ctbywossydaez37pttmshkwk4,2024-03-07T16:33:53Z,"piseiro,forró,arrocha,sertanejo,seresta,brega","Sua Música",0.709,0.816,11,-4.787,0,0.0346,0.685,0,0.146,0.921,150.06,4
spotify:track:3Q9kpI6s9Yvi45xdOnqTNV,"Forró no Interior","O Original","Zé Vaqueiro",2020-10-01,167683,0,false,312ctbywossydaez37pttmshkwk4,2024-03-07T16:47:47Z,"piseiro,forró,arrocha,sertanejo,brega,seresta","Zé Vaqueiro",0.615,0.907,6,-1.873,0,0.128,0.622,0,0.0913,0.725,152.093,4
spotify:track:3S2iI46NmKyZsoxs2NByIP,"Nêga","A Nova Cara das Vaquejadas","Tarcísio do Acordeon;Vitor Fernandes",2020-06-02,258220,0,false,312ctbywossydaez37pttmshkwk4,2024-03-07T17:00:52Z,"piseiro,forró,arrocha,sertanejo,seresta,brega","Sua Música",0.635,0.705,9,-4.87,0,0.0464,0.676,0,0.286,0.828,76.015,4
spotify:track:6Teco2qa7OBfa7mjaMYSbO,"Casa de Praia - Ao Vivo","DVD Novo dos Barões da Pisadinha Ao Vivo","Os Barões Da Pisadinha;Thiago Brava",2020-10-15,146576,39,false,312ctbywossydaez37pttmshkwk4,2024-07-12T06:37:32Z,"piseiro,forró,sertanejo,arrocha,brega,agronejo,tecnobrega,sertanejo universitário","Sony Music Entertainment",0.633,0.935,6,-1.95,0,0.0663,0.44,0,0.772,0.96,168.064,4
spotify:track:4bxAq0zgWQKMaQJ7HLJJxk,"Ombrim (ai que delicia o verão) (feat. Mts No Beat)","Ombrim (ai que delicia o verão) (feat. Mts No Beat)","Marina Sena;Chicão do Piseiro;Roni Bruno;Mts No Beat",2023-09-05,135892,53,false,312ctbywossydaez37pttmshkwk4,2024-07-12T07:07:23Z,"brazilian pop,new mpb,piseiro,forró,brega funk,seresta","Sony Music Entertainment",0.594,0.75,5,-9.114,1,0.0564,0.326,0.000215,0.0867,0.76,89.76,4
spotify:track:0Kl8AuDEnnEA7UtCKov4Op,"Dano Sarrada - Remix","Dano Sarrada (Remix)","Marina Sena;Japãozin",2023-12-20,166875,64,false,312ctbywossydaez37pttmshkwk4,2024-07-12T07:08:19Z,"brazilian pop,new mpb,piseiro,forró,arrocha,seresta,brega,sertanejo","Sony Music Entertainment",0.789,0.907,3,-2.674,0,0.0522,0.259,0.00333,0.112,0.962,143.945,4
spotify:track:0S7o4sti5I5CAbbotTUzTM,"Wi-Fi - Ao Vivo","Wi-Fi (Ao Vivo)","Traia Véia;Luan Pereira",2024-07-18,161312,61,false,312ctbywossydaez37pttmshkwk4,2024-09-01T20:38:25Z,"sertanejo,sertanejo universitário,agronejo,piseiro","Show Mix.",0.596,0.806,1,-4.696,0,0.211,0.414,0,0.605,0.369,149.813,4
spotify:track:4fgnNikmEUvXze89h3X47m,"Morena","Com Você ou Sem","NATTAN",2021-04-01,179234,68,false,312ctbywossydaez37pttmshkwk4,2024-12-10T22:46:48Z,"piseiro,forró,sertanejo,arrocha,brega,seresta","Nattan",0.625,0.834,4,-3.8,0,0.0475,0.648,0,0.247,0.684,154.801,4
spotify:track:5LCegtYPODbcqbTE5CZVv8,"Daqui pra Sempre","Daqui pra Sempre","Manu;Simone Mendes",2024-06-14,202644,59,false,312ctbywossydaez37pttmshkwk4,2025-03-13T02:45:21Z,"tecnobrega,sertanejo,brega,forró,piseiro,arrocha,seresta,sertanejo universitário,pagode","manuoficial",0.571,0.95,7,-2.893,0,0.0899,0.21,0,0.958,0.541,159.881,4
spotify:track:42kwXM4xsbcEkSwweWP6rd,"Farra 100 Limite","Plutão","Deavele Santos",2022-08-08,138655,42,false,312ctbywossydaez37pttmshkwk4,2025-03-13T02:52:34Z,"piseiro,forró,arrocha","Administração Mídias Brasil",0.776,0.942,6,-2.627,0,0.0471,0.321,0.00233,0.0925,0.844,93.037,4
spotify:track:6IFMz6Buh3dKoUjULWE26n,"Página De Ex - Ao Vivo","Mari No Barzinho, Vol. 1 (Ao Vivo)","Mari Fernandez",2024-07-18,161610,60,false,312ctbywossydaez37pttmshkwk4,2025-03-13T02:54:07Z,"piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário","Som Livre",0.709,0.915,0,-2.701,0,0.0463,0.272,0,0.233,0.926,164.007,4
spotify:track:0P0k5KoLcxi0kf1jik4v8X,"Deixa Eu Viver - Ao Vivo","Mari Fernandez Ao Vivo Em São Paulo","Mari Fernandez;Luísa Sonza",2023-04-19,201856,43,false,312ctbywossydaez37pttmshkwk4,2025-03-17T04:27:30Z,"piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário,brazilian pop,funk pop,brazilian funk","Sony Music Entertainment",0.499,0.83,1,-3.351,1,0.0606,0.227,0,0.988,0.565,75.112,4
spotify:track:0q06m5nPZrcDAcF3oxjGb2,"Não, Não Vou - Ao Vivo","Ao Vivo em Fortaleza","Mari Fernandez",2022-04-20,172986,28,false,312ctbywossydaez37pttmshkwk4,2025-03-19T02:00:25Z,"piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário","Sony Music Entertainment",0.644,0.905,6,-1.99,0,0.0439,0.282,0,0.828,0.843,149.963,4
spotify:track:4Hk1gmBr2KVEXr3hHwSgUi,"Mãe Solteira","Mãe Solteira","DG e Batidão Stronda;Mc Davi;J. Eskine;MC G15",2025-03-03,144000,74,false,312ctbywossydaez37pttmshkwk4,2025-03-23T02:50:55Z,"piseiro,arrocha,forró,brazilian funk,brega funk,funk consciente,trap funk,seresta","FORTAL MUSIC",0.745,0.881,4,-2.964,0,0.0335,0.192,0,0.0639,0.967,140.047,4
spotify:track:7bhvRvE56NHBvedx0EeALS,"Comunicação Falhou - Ao Vivo","Ao Vivo em Fortaleza","Mari Fernandez;NATTAN",2022-04-20,180410,54,false,312ctbywossydaez37pttmshkwk4,2025-03-23T03:20:48Z,"piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário,brega,seresta","Sony Music Entertainment",0.612,0.882,5,-2.66,0,0.0501,0.416,0,0.676,0.793,145.974,4
spotify:track:2o4hr5HCAKShrbFtmxm7Dg,"Torre Eiffel - Ao Vivo","Daqui pra Sempre","Manu;Guilherme & Benuto",2024-06-14,202678,58,false,312ctbywossydaez37pttmshkwk4,2025-04-01T08:08:39Z,"tecnobrega,sertanejo,brega,forró,piseiro,arrocha,seresta,sertanejo universitário,agronejo","manuoficial",0.614,0.842,6,-3.244,1,0.0586,0.265,0,0.639,0.708,79.935,4
spotify:track:7dOGNgjVA1DQPldDVT764M,"Pro Seu Namoro Dar Certo","Destino, Vol. 1","Manu",2024-11-13,164509,48,false,312ctbywossydaez37pttmshkwk4,2025-04-01T08:24:22Z,"tecnobrega,sertanejo,brega,forró,piseiro,arrocha,seresta,sertanejo universitário","manuoficial",0.431,0.825,0,-3.807,0,0.0894,0.138,0,0.798,0.803,170.084,4
spotify:track:2ggW7wOscgwlk3eL2Mx2qU,"Ainda Tem Amor - Ao Vivo","O Maior Piseiro do Mundo (Ao Vivo)","Os Barões Da Pisadinha;Manu",2024-07-25,195305,38,false,312ctbywossydaez37pttmshkwk4,2025-04-01T08:46:53Z,"piseiro,forró,sertanejo,arrocha,brega,agronejo,tecnobrega,sertanejo universitário,seresta","Sony Music Entertainment",0.543,0.863,8,-2.521,1,0.084,0.332,0,0.932,0.682,169.863,4
spotify:track:3cwVKjzKSTfvacYJF6Tkub,"Última Noite - Solo","Obrigado Deus","Léo Foguete",2024-10-26,154553,72,true,312ctbywossydaez37pttmshkwk4,2026-01-16T21:55:28Z,"forró,piseiro,sertanejo,arrocha","Sua Música Digital",0.473,0.832,4,-5.633,0,0.0788,0.31,0,0.14,0.755,83.806,4
spotify:track:6h3EEYgtIuOjeqQPIC3H37,"Pilantra e Meio","Ao Vivo em São Paulo","Eric Land;Natanzinho Lima",2025-01-24,188823,68,false,312ctbywossydaez37pttmshkwk4,2026-01-16T22:13:12Z,"piseiro,forró,arrocha,sertanejo,brega,seresta","Eric Land",0.638,0.812,10,-3.408,0,0.0392,0.67,0,0.913,0.616,135.884,4
spotify:track:2qmG7dokbGpDGD0T5wORWt,"Balanço da Rede","Balanço da Rede","Matheus Fernandes;Xand Avião",2022-02-24,166435,61,false,312ctbywossydaez37pttmshkwk4,2026-01-16T23:01:17Z,"piseiro,sertanejo,pagode,forró,arrocha,sertanejo universitário,brega","Som Livre",0.764,0.796,6,-4.611,0,0.033,0.193,0,0.0853,0.924,140.072,4
spotify:track:1sWx8hqMdjT3Gc7F9BSbUY,"Na Imaginação","Na Imaginação","Eric Land;Mc Livinho;DJ TOPO",2025-04-10,114044,69,false,312ctbywossydaez37pttmshkwk4,2026-01-19T22:57:55Z,"piseiro,forró,arrocha,sertanejo,brega,seresta,brazilian funk,funk carioca","Eric Land",0.754,0.905,5,-3.232,1,0.0418,0.416,0.0000012,0.121,0.737,129.956,4
