Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0QSFBx4LlChEpPlzPLChNJ,"Coisinha do Pai","No Pagode","Beth Carvalho",1979-09-28,174866,54,false,312ctbywossydaez37pttmshkwk4,2026-01-23T06:50:31Z,"samba,pagode,mpb","Sony Music Entertainment",0.582,0.633,0,-10.843,0,0.106,0.379,0,0.313,0.906,137.384,4
spotify:track:5WDxh4vIaPdblFlszw458i,"tá quente","MARINADA vol.01","Marina Sena",2025-12-18,219375,56,false,312ctbywossydaez37pttmshkwk4,2026-01-23T06:59:26Z,"brazilian pop,new mpb,mpb","Sony Music Entertainment",0.762,0.767,4,-5.697,0,0.079,0.4,0.0000759,0.482,0.813,91.028,4
spotify:track:1PWpeF2KQQzBjqkJPMqvpJ,"Coração Radiante","Ao Vivo No Olimpo","Grupo Revelação",2002-04-25,233920,70,false,312ctbywossydaez37pttmshkwk4,2026-01-23T07:56:59Z,"pagode,samba","Deckdisc",0.658,0.862,0,-7.772,1,0.045,0.397,0.0000173,0.852,0.889,91.702,4
spotify:track:4BHFTFY4PT45nOkWbsh9gC,"Foi Bom Mas Foi Ontem","Spoiler","Grupo Menos É Mais;João Gomes",2022-09-30,152484,53,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:10:38Z,"pagode,samba,piseiro,forró,arrocha,sertanejo,brega,forró tradicional","Som Livre",0.635,0.755,7,-6.114,1,0.0935,0.64,0,0.311,0.885,179.861,4
spotify:track:4IhgFq4UseWi8RNH7OCZmv,"O Show Tem Que Continuar - Ao Vivo","Ao Vivo No Parque Madureira (Deluxe)","Beth Carvalho",2014-11-03,216866,49,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:13:40Z,"samba,pagode,mpb","Som Livre",0.479,0.741,0,-6.196,1,0.282,0.0585,0,0.964,0.647,86.091,4
spotify:track:1QaNsRazpKjGm3xhIrEVfO,"Só Vai De Camarote - Ao Vivo","360º Ao Vivo","Grupo Revelação",2012-01-01,202800,69,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:15:29Z,"pagode,samba","Universal Music Ltda.",0.626,0.886,2,-6.545,0,0.0585,0.552,0,0.681,0.846,108.357,4
spotify:track:72tEe7ipgmsBRenPYMQZIG,"Mina de Fé - Ao Vivo","Revela Samba Beach (Primeira Onda) [Ao Vivo]","Grupo Revelação;Waguinho",2020-12-11,122090,51,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:33:40Z,"pagode,samba,pagode gospel,gospel","Grupo Revelação / Waves Sound",0.532,0.793,7,-8.161,0,0.122,0.431,0.00000272,0.805,0.808,92.583,4
spotify:track:1J8rfA9BdhlpzNSKKePf3U,"Destilado - Ao Vivo","Numanice #3 (Ao Vivo)","LUDMILLA;Grupo Menos É Mais",2024-02-20,176297,56,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:37:21Z,"pagode,brazilian pop,funk pop,brazilian funk,pagode baiano,funk carioca,samba","SEM QUERER MUSIC",0.677,0.761,2,-8.677,1,0.142,0.789,0,0.136,0.698,160.086,4
spotify:track:2IGh6DnMiX408xwoJP9Lmb,"Falta de Mim - Ao Vivo","Numanice #3 (Ao Vivo)","LUDMILLA;Mari Fernandez",2024-02-20,154164,61,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:38:04Z,"pagode,brazilian pop,funk pop,brazilian funk,pagode baiano,funk carioca,piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário","SEM QUERER MUSIC",0.669,0.843,8,-6.991,1,0.232,0.587,0,0.556,0.559,148.942,4
spotify:track:3CJiho39iutZrDxQG5Vubl,"Maliciosa - Ao Vivo","Numanice #3 (Ao Vivo)","LUDMILLA",2024-02-20,167027,62,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:40:29Z,"pagode,brazilian pop,funk pop,brazilian funk,pagode baiano,funk carioca","SEM QUERER MUSIC",0.607,0.814,7,-7.318,1,0.106,0.812,0,0.351,0.681,176.032,4
spotify:track:5SFVGZENDBg0YtcTNNhE2b,"Velocidade da Luz","Velocidade da Luz","Grupo Revelação",2006-07-25,225426,58,false,312ctbywossydaez37pttmshkwk4,2026-01-23T08:50:47Z,"pagode,samba","Deckdisc",0.617,0.709,7,-7.534,0,0.0372,0.623,0,0.0966,0.946,82.94,4
spotify:track:1XGwhMYkMaOQuBpiZI72IP,"A Gente Bota Pra Quebrar - Ao Vivo Na Ilha Da Magia,Brasil/2008","Ao Vivo Na Ilha Da Magia","Exaltasamba",2009,225567,61,false,312ctbywossydaez37pttmshkwk4,2026-01-23T18:57:16Z,"pagode,samba","EMI",0.664,0.766,5,-7.845,1,0.0509,0.627,0,0.953,0.842,103.93,4
spotify:track:4Mnfug0sgaMw7g3wyZD4ss,"Calma Amor - Ao Vivo Na Ilha Da Magia,Brasil/2008","Ao Vivo Na Ilha Da Magia","Exaltasamba",2009,192078,64,false,312ctbywossydaez37pttmshkwk4,2026-01-23T19:05:12Z,"pagode,samba","EMI",0.648,0.725,4,-8.49,0,0.0475,0.729,0.00000181,0.953,0.808,96.19,4
spotify:track:4HDhnw6qYZNlQqLttbHHEa,"Um Pôr do Sol na Praia","Numanice","LUDMILLA",2020-04-24,160656,42,false,312ctbywossydaez37pttmshkwk4,2026-01-23T20:11:25Z,"pagode,brazilian pop,funk pop,brazilian funk,pagode baiano,funk carioca","WM Brazil",0.663,0.8,4,-6.583,0,0.038,0.723,0.000137,0.102,0.971,80.015,4
spotify:track:3BnWT5QIkV7QK3OpiOvOXp,"Oh Delícia","Oh Delícia","Deu Samba;Rafinha RSQ",2024-08-30,153920,41,false,312ctbywossydaez37pttmshkwk4,2026-01-23T20:26:21Z,"pagode,samba,arrocha,piseiro,seresta,pagode baiano,forró,brega","Deu Samba",0.786,0.854,0,-3.865,1,0.0658,0.336,0,0.329,0.962,165.082,4
spotify:track:2jpbtp5N679x92uB8s8p9h,"Vitamina C - Ao Vivo","Pôr do Suel Em Recife - Parte 2 (Ao Vivo)","Suel;Grupo Menos É Mais",2024-07-26,154170,72,false,312ctbywossydaez37pttmshkwk4,2026-01-23T20:43:16Z,"pagode,samba","Virgin Music Label And Artist Services (S&D)",0.587,0.729,5,-6.717,0,0.0766,0.517,0,0.183,0.817,84.978,4
spotify:track:2bKOB6DLw8inrQC8UmghQN,"Falador Passa Mal","É Preciso Cantar","Os Originais Do Samba",1973-07-14,190533,56,false,312ctbywossydaez37pttmshkwk4,2026-02-08T21:30:35Z,"samba,pagode","RCA Records Label",0.787,0.648,5,-11.148,0,0.12,0.184,0.00442,0.112,0.764,88.585,4
spotify:track:2VLlnFtftRrjx17G1pD4sB,"samba do moço bonito","samba do moço bonito","Clara Valverde",2018-12-14,197090,51,false,312ctbywossydaez37pttmshkwk4,2026-02-08T21:30:58Z,"new mpb,brazilian pop","Clara Valverde Viana Produções",0.694,0.447,1,-8.697,1,0.0602,0.491,0,0.0965,0.896,157.183,4
